10 2.71013021469116 [25,43], free 1 [25,43], free 1
24 6.95982265472412 [151,36], free 1 [151,36], free 1
9 2.81537699699402 [43,47], free 1 [43,47], free 1
14 3.62643218040466 [66,8], free 1 [66,8], free 1
16 4.65700817108154 [71,27], free 1 [71,27], free 1
5 1.69251036643982 [49,50], free 1 [49,50], free 1
14 3.63635730743408 [5,3], free 1 [5,3], free 1
8 1.63040804862976 [121,36], free 1 [121,36], free 1
10 2.04241514205933 [18,32], free 1 [18,32], free 1
9 1.86521124839783 [55,11], free 1 [55,11], free 1
9 1.87040781974792 [143,13], free 1 [143,13], free 1
18 3.81533455848694 [25,3], free 1 [25,3], free 1
23 4.89842057228088 [132,19], free 1 [132,19], free 1
14 3.10548853874207 [43,50], free 1 [43,50], free 1
15 3.24176216125488 [115,24], free 1 [115,24], free 1
17 4.30702471733093 [86,24], free 1 [86,24], free 1
13 2.93154287338257 [123,5], free 1 [123,5], free 1
18 4.56014776229858 [109,2], free 1 [109,2], free 1
9 1.91860628128052 [57,40], free 1 [57,40], free 1
16 3.56084489822388 [8,20], free 1 [8,20], free 1
20 4.24194574356079 [35,23], free 1 [35,23], free 1
6 1.25513911247253 [79,41], free 1 [79,41], free 1
82 17.2589478492737 [148,51], free 1 [148,51], free 1
11 2.40748596191406 [15,37], free 1 [15,37], free 1
9 1.96094942092896 [83,5], free 1 [83,5], free 1
14 2.93608736991882 [73,4], free 1 [73,4], free 1
7 1.47841930389404 [135,30], free 1 [135,30], free 1
7 1.48892211914063 [37,13], free 1 [37,13], free 1
9 1.86032342910767 [96,29], free 1 [96,29], free 1
3 0.616499423980713 [11,34], free 1 [11,34], free 1
13 2.73668384552002 [69,1], free 1 [69,1], free 1
7 1.49911761283875 [117,45], free 1 [117,45], free 1
44 9.58054804801941 [85,46], free 1 [85,46], free 1
6 1.24545860290527 [55,45], free 1 [55,45], free 1
4 0.894402503967285 [85,39], free 1 [85,39], free 1
4 0.842361688613892 [80,12], free 1 [80,12], free 1
4 0.858961820602417 [126,2], free 1 [126,2], free 1
16 6.35307621955872 [34,17], free 1 [34,17], free 1
15 6.22330927848816 [109,9], free 1 [109,9], free 1
23 9.22996830940247 [120,50], free 1 [120,50], free 1
8 3.29872846603394 [145,37], free 1 [145,37], free 1
4 1.66890144348145 [85,35], free 1 [85,35], free 1
6 2.0763885974884 [121,39], free 1 [121,39], free 1
6 1.34056425094605 [64,3], free 1 [64,3], free 1
9 1.94018316268921 [14,33], free 1 [14,33], free 1
6 1.5720067024231 [107,45], free 1 [107,45], free 1
15 4.22981333732605 [37,51], free 1 [37,51], free 1
21 5.06976389884949 [151,8], free 1 [151,8], free 1
14 2.91865229606628 [151,42], free 1 [151,42], free 1
45 9.87149405479431 [55,3], free 1 [55,3], free 1
14 3.36448764801025 [33,40], free 1 [33,40], free 1
25 7.21397113800049 [49,19], free 1 [49,19], free 1
8 2.0442841053009 [63,30], free 1 [63,30], free 1
4 0.832477807998657 [55,34], free 1 [55,34], free 1
11 2.2834620475769 [15,23], free 1 [15,23], free 1
5 1.48387002944946 [138,52], free 1 [138,52], free 1
28 6.07270669937134 [33,47], free 1 [33,47], free 1
16 3.86328268051147 [56,51], free 1 [56,51], free 1
14 3.39050388336182 [83,49], free 1 [83,49], free 1
13 3.88811755180359 [39,7], free 1 [39,7], free 1
16 3.43763375282288 [36,52], free 1 [36,52], free 1
8 1.65655040740967 [61,39], free 1 [61,39], free 1
2 0.407942533493042 [19,35], free 1 [19,35], free 1
24 5.04587817192078 [133,28], free 1 [133,28], free 1
3 0.656213521957397 [3,45], free 1 [3,45], free 1
12 2.51021027565002 [43,35], free 1 [43,35], free 1
10 2.15586280822754 [60,53], free 1 [60,53], free 1
5 1.1240222454071 [61,19], free 1 [61,19], free 1
90 20.1198101043701 [7,18], free 1 [7,18], free 1
13 2.68630838394165 [29,6], free 1 [29,6], free 1
12 2.51513361930847 [139,41], free 1 [139,41], free 1
3 0.626054048538208 [41,17], free 1 [41,17], free 1
6 1.23724436759949 [127,35], free 1 [127,35], free 1
7 1.4335401058197 [84,43], free 1 [84,43], free 1
10 2.0798933506012 [151,23], free 1 [151,23], free 1
22 5.33807921409607 [14,14], free 1 [14,14], free 1
5 1.17919015884399 [151,23], free 1 [151,23], free 1
18 4.02397513389587 [117,5], free 1 [117,5], free 1
105 22.7018084526062 [130,49], free 1 [130,49], free 1
25 5.27120614051819 [1,23], free 1 [1,23], free 1
26 5.46099805831909 [2,53], free 1 [2,53], free 1
27 5.78291630744934 [83,1], free 1 [83,1], free 1
4 1.0140368938446 [58,53], free 1 [58,53], free 1
10 2.91719913482666 [39,23], free 1 [39,23], free 1
9 2.28721165657043 [30,35], free 1 [30,35], free 1
7 2.17033529281616 [9,18], free 1 [9,18], free 1
7 1.50551629066467 [151,49], free 1 [151,49], free 1
25 5.20628643035889 [118,27], free 1 [118,27], free 1
9 1.82616829872131 [87,18], free 1 [87,18], free 1
10 2.08278012275696 [135,4], free 1 [135,4], free 1
7 1.58989262580872 [89,5], free 1 [89,5], free 1
9 1.97938251495361 [149,16], free 1 [149,16], free 1
10 2.25627160072327 [93,19], free 1 [93,19], free 1
23 5.13612747192383 [118,7], free 1 [118,7], free 1
8 1.72767901420593 [102,47], free 1 [102,47], free 1
17 3.58211541175842 [103,11], free 1 [103,11], free 1
5 1.06353831291199 [3,39], free 1 [3,39], free 1
19 4.11355304718018 [29,7], free 1 [29,7], free 1
10 2.40877628326416 [3,30], free 1 [3,30], free 1
24 5.68434691429138 [41,36], free 1 [41,36], free 1
25 5.57964682579041 [114,5], free 1 [114,5], free 1
14 3.57736206054687 [39,1], free 1 [39,1], free 1
28 8.09594655036926 [117,9], free 1 [117,9], free 1
18 7.13352346420288 [141,21], free 1 [141,21], free 1
12 3.91608953475952 [125,35], free 1 [125,35], free 1
18 5.39768648147583 [9,23], free 1 [9,23], free 1
17 5.64382648468018 [57,39], free 1 [57,39], free 1
14 3.12536787986755 [69,49], free 1 [69,49], free 1
12 2.5134744644165 [109,22], free 1 [109,22], free 1
17 3.53819179534912 [37,5], free 1 [37,5], free 1
15 5.17970824241638 [117,3], free 1 [117,3], free 1
16 6.31387400627136 [48,51], free 1 [48,51], free 1
5 1.59414100646973 [111,7], free 1 [111,7], free 1
17 4.94467902183533 [27,52], free 1 [27,52], free 1
5 2.09825325012207 [62,52], free 1 [62,52], free 1
27 11.3152756690979 [91,3], free 1 [91,3], free 1
22 8.22730398178101 [67,19], free 1 [67,19], free 1
12 4.44176244735718 [85,33], free 1 [85,33], free 1
6 1.25611424446106 [31,23], free 1 [31,23], free 1
20 5.13608360290527 [111,51], free 1 [111,51], free 1
19 5.997878074646 [6,15], free 1 [6,15], free 1
18 5.62449645996094 [52,5], free 1 [52,5], free 1
14 4.59015560150147 [61,20], free 1 [61,20], free 1
11 4.36378598213196 [145,33], free 1 [145,33], free 1
8 3.14747858047485 [6,34], free 1 [6,34], free 1
5 1.96628141403198 [4,44], free 1 [4,44], free 1
9 3.50938010215759 [49,1], free 1 [49,1], free 1
31 11.2488567829132 [29,41], free 1 [29,41], free 1
8 2.12171411514282 [49,52], free 1 [49,52], free 1
6 1.30149626731873 [121,49], free 1 [121,49], free 1
15 3.44838666915894 [32,49], free 1 [32,49], free 1
21 4.8450722694397 [60,1], free 1 [60,1], free 1
18 3.8192982673645 [22,35], free 1 [22,35], free 1
12 2.53701233863831 [99,21], free 1 [99,21], free 1
4 0.861947536468506 [27,49], free 1 [27,49], free 1
9 1.89671063423157 [93,4], free 1 [93,4], free 1
16 3.32153677940369 [133,47], free 1 [133,47], free 1
23 5.04253673553467 [100,35], free 1 [100,35], free 1
9 1.9516499042511 [47,27], free 1 [47,27], free 1
